super_pathway,sub_pathway,challenge,metabolite,platform_name,abs_log2_foldchange,neg_log10_p_value,type
Nucleotides,"Pyrimidine Metabolism, Orotate containing",Fasting,dihydroorotate,Metabolon HD4 [nt-ms],0,3.37207734918107,Top by -log10(p_value)
Nucleotides,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",OLTT,hypoxanthine,Metabolon HD4 [nt-ms],0.359895994198812,3.36395141980251,Top by -log10(p_value)
Nucleotides,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",OLTT,hypoxanthine,Metabolon HD4 [nt-ms],0.306970726268371,3.36395141980251,Top by -log10(p_value)
Nucleotides,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",OLTT,hypoxanthine,Metabolon HD4 [nt-ms],0,3.36395141980251,Top by -log10(p_value)
Lipids,Glycerolipid Metabolism,Fasting,glycerol 3-phosphate,Metabolon HD4 [nt-ms],0.421103578223164,3.35463612201727,Top by -log10(p_value)
Lipids,Glycerolipid Metabolism,Fasting,glycerol 3-phosphate,Metabolon HD4 [nt-ms],0.389289778374693,3.35463612201727,Top by -log10(p_value)
Lipids,Glycerolipid Metabolism,Fasting,glycerol 3-phosphate,Metabolon HD4 [nt-ms],0,3.35463612201727,Top by -log10(p_value)
Amino Acids,Urea cycle; Arginine and Proline Metabolism,PAT,arginine,Metabolon HD4 [nt-ms],0.184746204005932,3.34462161260603,Top by -log10(p_value)
Amino Acids,Urea cycle; Arginine and Proline Metabolism,PAT,arginine,Metabolon HD4 [nt-ms],0.0780136802888706,3.34462161260603,Top by -log10(p_value)
Amino Acids,Urea cycle; Arginine and Proline Metabolism,PAT,arginine,Metabolon HD4 [nt-ms],0,3.34462161260603,Top by -log10(p_value)
Energy,TCA Cycle,Fasting,fumarate,Metabolon HD4 [nt-ms],0.195354018519418,3.31716058775949,Top by -log10(p_value)
Energy,TCA Cycle,Fasting,fumarate,Metabolon HD4 [nt-ms],0.169316999988714,3.31716058775949,Top by -log10(p_value)
Energy,TCA Cycle,Fasting,fumarate,Metabolon HD4 [nt-ms],0,3.31716058775949,Top by -log10(p_value)
Lipids,Phospholipid Metabolism,OLTT,glycerophosphorylcholine (gpc),Metabolon HD4 [nt-ms],0.173090520169589,3.30086824297545,Top by -log10(p_value)
Lipids,Phospholipid Metabolism,OLTT,glycerophosphorylcholine (gpc),Metabolon HD4 [nt-ms],0.0994622603579731,3.30086824297545,Top by -log10(p_value)
Lipids,Phospholipid Metabolism,OLTT,glycerophosphorylcholine (gpc),Metabolon HD4 [nt-ms],0,3.30086824297545,Top by -log10(p_value)
Peptides,Gamma-glutamyl Amino Acid,PAT,gamma-glutamylphenylalanine,Metabolon HD4 [nt-ms],0.293949260811495,3.16100835612147,Top by -log10(p_value)
Peptides,Gamma-glutamyl Amino Acid,PAT,gamma-glutamylphenylalanine,Metabolon HD4 [nt-ms],0.22209824620838,3.16100835612147,Top by -log10(p_value)
Peptides,Gamma-glutamyl Amino Acid,PAT,gamma-glutamylphenylalanine,Metabolon HD4 [nt-ms],0,3.16100835612147,Top by -log10(p_value)
Carbohydrates,"Fructose, Mannose and Galactose Metabolism",Fasting,fructose,Metabolon HD4 [nt-ms],0.255380503090609,3.09775022994605,Top by -log10(p_value)
Carbohydrates,"Fructose, Mannose and Galactose Metabolism",Fasting,fructose,Metabolon HD4 [nt-ms],0.229298815735025,3.09775022994605,Top by -log10(p_value)
Carbohydrates,"Fructose, Mannose and Galactose Metabolism",Fasting,fructose,Metabolon HD4 [nt-ms],0,3.09775022994605,Top by -log10(p_value)
Amino Acids,Lysine Metabolism,OLTT,"n6,n6,n6-trimethyllysine",Metabolon HD4 [nt-ms],0.0601632478181857,3.0845953163806,Top by -log10(p_value)
Amino Acids,Lysine Metabolism,OLTT,"n6,n6,n6-trimethyllysine",Metabolon HD4 [nt-ms],0.00143317666567847,3.0845953163806,Top by -log10(p_value)
Amino Acids,Lysine Metabolism,OLTT,"n6,n6,n6-trimethyllysine",Metabolon HD4 [nt-ms],0,3.0845953163806,Top by -log10(p_value)
Lipids,Acylalkylphosphatidylcholine,Fasting,pc ae c38:0,Biocrates p150 [t-ms],0.131617525210646,3.0476173589934,Top by -log10(p_value)
Lipids,Acylalkylphosphatidylcholine,Fasting,pc ae c38:0,Biocrates p150 [t-ms],0.021205356609381,3.0476173589934,Top by -log10(p_value)
Lipids,Acylalkylphosphatidylcholine,Fasting,pc ae c38:0,Biocrates p150 [t-ms],0,3.0476173589934,Top by -log10(p_value)
Lipids,Primary Bile Acid Metabolism,PAT,taurochenodeoxycholate,Metabolon HD4 [nt-ms],0.218386211412109,3.03594203647453,Top by -log10(p_value)
Lipids,Primary Bile Acid Metabolism,PAT,taurochenodeoxycholate,Metabolon HD4 [nt-ms],0.169704093252421,3.03594203647453,Top by -log10(p_value)
Lipids,Primary Bile Acid Metabolism,PAT,taurochenodeoxycholate,Metabolon HD4 [nt-ms],0,3.03594203647453,Top by -log10(p_value)
Amino Acids,Glutathione Metabolism,PAT,cysteine-glutathione disulfide,Metabolon HD4 [nt-ms],0.583246364812384,3.02648948470015,Top by -log10(p_value)
Amino Acids,Glutathione Metabolism,PAT,cysteine-glutathione disulfide,Metabolon HD4 [nt-ms],0.252040543718438,3.02648948470015,Top by -log10(p_value)
Amino Acids,Glutathione Metabolism,PAT,cysteine-glutathione disulfide,Metabolon HD4 [nt-ms],0,3.02648948470015,Top by -log10(p_value)
Lipids,"Fatty Acid, Dicarboxylate",Fasting,azelate (nonanedioate),Metabolon HD4 [nt-ms],0.0610038291648398,3.01870522534028,Top by -log10(p_value)
Lipids,"Fatty Acid, Dicarboxylate",Fasting,azelate (nonanedioate),Metabolon HD4 [nt-ms],0.00636188941366145,3.01870522534028,Top by -log10(p_value)
Lipids,"Fatty Acid, Dicarboxylate",Fasting,azelate (nonanedioate),Metabolon HD4 [nt-ms],0,3.01870522534028,Top by -log10(p_value)
Amino Acids,Guanidino and Acetamido Metabolism,OLTT,1-methylguanidine,Metabolon HD4 [nt-ms],0.404728397732733,3.01785819410994,Top by -log10(p_value)
Amino Acids,Guanidino and Acetamido Metabolism,OLTT,1-methylguanidine,Metabolon HD4 [nt-ms],0.358517288952299,3.01785819410994,Top by -log10(p_value)
Amino Acids,Guanidino and Acetamido Metabolism,OLTT,1-methylguanidine,Metabolon HD4 [nt-ms],0,3.01785819410994,Top by -log10(p_value)
Amino Acids,Histidine Metabolism,PAT,1-methylimidazoleacetate,Metabolon HD4 [nt-ms],0.210994969846441,3.00021045500112,Top by -log10(p_value)
Amino Acids,Histidine Metabolism,PAT,1-methylimidazoleacetate,Metabolon HD4 [nt-ms],0.0066971846392366,3.00021045500112,Top by -log10(p_value)
Amino Acids,Histidine Metabolism,PAT,1-methylimidazoleacetate,Metabolon HD4 [nt-ms],0,3.00021045500112,Top by -log10(p_value)
Carbohydrates,"Fructose, Mannose and Galactose Metabolism",PAT,fructose,Metabolon HD4 [nt-ms],0.648194558142178,2.99860598402024,Top by -log10(p_value)
Carbohydrates,"Fructose, Mannose and Galactose Metabolism",PAT,fructose,Metabolon HD4 [nt-ms],0.567191726038717,2.99860598402024,Top by -log10(p_value)
Carbohydrates,"Fructose, Mannose and Galactose Metabolism",PAT,fructose,Metabolon HD4 [nt-ms],0,2.99860598402024,Top by -log10(p_value)
Amino Acids,Polyamine Metabolism,PAT,spermidine,Metabolon HD4 [nt-ms],0.853249405919719,2.96598708418607,Top by -log10(p_value)
Amino Acids,Polyamine Metabolism,PAT,spermidine,Metabolon HD4 [nt-ms],0.160040826925671,2.96598708418607,Top by -log10(p_value)
Amino Acids,Polyamine Metabolism,PAT,spermidine,Metabolon HD4 [nt-ms],0,2.96598708418607,Top by -log10(p_value)
Xenobiotics,Food Component/Plant,Fasting,thymol sulfate,Metabolon HD4 [nt-ms],0.478172683277308,2.92900205038323,Top by -log10(p_value)
Xenobiotics,Food Component/Plant,Fasting,thymol sulfate,Metabolon HD4 [nt-ms],0.254458303190384,2.92900205038323,Top by -log10(p_value)
Xenobiotics,Food Component/Plant,Fasting,thymol sulfate,Metabolon HD4 [nt-ms],0,2.92900205038323,Top by -log10(p_value)
Nucleotides,"Purine Metabolism, Adenine containing",OLTT,"adenosine 3',5'-cyclic monophosphate (camp)",Metabolon HD4 [nt-ms],0.17638915780401,2.92542098330524,Top by -log10(p_value)
Nucleotides,"Purine Metabolism, Adenine containing",OLTT,"adenosine 3',5'-cyclic monophosphate (camp)",Metabolon HD4 [nt-ms],0.0832053294427968,2.92542098330524,Top by -log10(p_value)
Nucleotides,"Purine Metabolism, Adenine containing",OLTT,"adenosine 3',5'-cyclic monophosphate (camp)",Metabolon HD4 [nt-ms],0,2.92542098330524,Top by -log10(p_value)
Lipids,Lyso-phospho-ether,PAT,1-palmityl-gpc (o-16:0),Metabolon HD4 [nt-ms],0.222213385108726,2.75088173062962,Top by -log10(p_value)
Lipids,Lyso-phospho-ether,PAT,1-palmityl-gpc (o-16:0),Metabolon HD4 [nt-ms],0.217090933266158,2.75088173062962,Top by -log10(p_value)
Lipids,Lyso-phospho-ether,PAT,1-palmityl-gpc (o-16:0),Metabolon HD4 [nt-ms],0,2.75088173062962,Top by -log10(p_value)
Nucleotides,"Pyrimidine Metabolism, Uracil containing",PAT,n-acetyl-beta-alanine,Metabolon HD4 [nt-ms],0.540994865226993,2.74405612143538,Top by -log10(p_value)
Nucleotides,"Pyrimidine Metabolism, Uracil containing",PAT,n-acetyl-beta-alanine,Metabolon HD4 [nt-ms],0.420124582318732,2.74405612143538,Top by -log10(p_value)
Nucleotides,"Pyrimidine Metabolism, Uracil containing",PAT,n-acetyl-beta-alanine,Metabolon HD4 [nt-ms],0,2.74405612143538,Top by -log10(p_value)
Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,OLTT,1-methylnicotinamide,Metabolon HD4 [nt-ms],0.22138224170347,2.72083482808709,Top by -log10(p_value)
Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,OLTT,1-methylnicotinamide,Metabolon HD4 [nt-ms],0.156277346571557,2.72083482808709,Top by -log10(p_value)
Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,OLTT,1-methylnicotinamide,Metabolon HD4 [nt-ms],0,2.72083482808709,Top by -log10(p_value)
Lipids,Diacylphosphatidylcholine,OLTT,pc aa c42:2,Biocrates p150 [t-ms],0.198673371487248,2.70953150602653,Top by -log10(p_value)
Lipids,Diacylphosphatidylcholine,OLTT,pc aa c42:2,Biocrates p150 [t-ms],0.186586778545059,2.70953150602653,Top by -log10(p_value)
Lipids,Diacylphosphatidylcholine,OLTT,pc aa c42:2,Biocrates p150 [t-ms],0,2.70953150602653,Top by -log10(p_value)
Lipids,Fatty Acid Metabolism (also BCAA Metabolism),OLTT,butyrylcarnitine,Metabolon HD4 [nt-ms],0.253917359178294,2.67209322581799,Top by -log10(p_value)
Lipids,Fatty Acid Metabolism (also BCAA Metabolism),OLTT,butyrylcarnitine,Metabolon HD4 [nt-ms],0.10234260132123,2.67209322581799,Top by -log10(p_value)
Lipids,Fatty Acid Metabolism (also BCAA Metabolism),OLTT,butyrylcarnitine,Metabolon HD4 [nt-ms],0,2.67209322581799,Top by -log10(p_value)
Cofactors and Vitamins,Pantothenate and CoA Metabolism,Fasting,pantothenate,Metabolon HD4 [nt-ms],0.16272307944245,2.62543226105619,Top by -log10(p_value)
Cofactors and Vitamins,Pantothenate and CoA Metabolism,Fasting,pantothenate,Metabolon HD4 [nt-ms],0.0751175503653925,2.62543226105619,Top by -log10(p_value)
Cofactors and Vitamins,Pantothenate and CoA Metabolism,Fasting,pantothenate,Metabolon HD4 [nt-ms],0,2.62543226105619,Top by -log10(p_value)
Amino Acids,Lysine Metabolism,PAT,"n6,n6,n6-trimethyllysine",Metabolon HD4 [nt-ms],0.228092480114032,2.56883318073939,Top by -log10(p_value)
Amino Acids,Lysine Metabolism,PAT,"n6,n6,n6-trimethyllysine",Metabolon HD4 [nt-ms],0.00289652547168784,2.56883318073939,Top by -log10(p_value)
Amino Acids,Lysine Metabolism,PAT,"n6,n6,n6-trimethyllysine",Metabolon HD4 [nt-ms],0,2.56883318073939,Top by -log10(p_value)
Carbohydrates,Glycogen Metabolism,OLTT,maltotriose,Metabolon HD4 [nt-ms],0.388798205466563,2.50145029311802,Top by -log10(p_value)
Carbohydrates,Glycogen Metabolism,OLTT,maltotriose,Metabolon HD4 [nt-ms],0.330901138733827,2.50145029311802,Top by -log10(p_value)
Carbohydrates,Glycogen Metabolism,OLTT,maltotriose,Metabolon HD4 [nt-ms],0,2.50145029311802,Top by -log10(p_value)
Amino Acids,Alanine and Aspartate Metabolism,PAT,asparagine,Metabolon HD4 [nt-ms],0.325957089803065,2.46161234532645,Top by -log10(p_value)
Amino Acids,Alanine and Aspartate Metabolism,PAT,asparagine,Metabolon HD4 [nt-ms],0.263287697997062,2.46161234532645,Top by -log10(p_value)
Amino Acids,Alanine and Aspartate Metabolism,PAT,asparagine,Metabolon HD4 [nt-ms],0,2.46161234532645,Top by -log10(p_value)
Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",Fasting,n-acetylmethionine,Metabolon HD4 [nt-ms],0.219373119713605,2.43669459093151,Top by -log10(p_value)
Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",Fasting,n-acetylmethionine,Metabolon HD4 [nt-ms],0.0147765205554963,2.43669459093151,Top by -log10(p_value)
Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",Fasting,n-acetylmethionine,Metabolon HD4 [nt-ms],0,2.43669459093151,Top by -log10(p_value)
Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,OLTT,threonate,Metabolon HD4 [nt-ms],0.091680195490777,2.4288657720661,Top by -log10(p_value)
Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,OLTT,threonate,Metabolon HD4 [nt-ms],0.0637660434747837,2.4288657720661,Top by -log10(p_value)
Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,OLTT,threonate,Metabolon HD4 [nt-ms],0,2.4288657720661,Top by -log10(p_value)
Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,Fasting,threonate,Metabolon HD4 [nt-ms],0.138694619925185,2.36509924154443,Top by -log10(p_value)
Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,Fasting,threonate,Metabolon HD4 [nt-ms],0.111114450729004,2.36509924154443,Top by -log10(p_value)
Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,Fasting,threonate,Metabolon HD4 [nt-ms],0,2.36509924154443,Top by -log10(p_value)
Amino Acids,Polyamine Metabolism,Fasting,spermidine,Metabolon HD4 [nt-ms],0.288813116501513,2.28017237587186,Top by -log10(p_value)
Amino Acids,Polyamine Metabolism,Fasting,spermidine,Metabolon HD4 [nt-ms],0.23729849814308,2.28017237587186,Top by -log10(p_value)
Amino Acids,Polyamine Metabolism,Fasting,spermidine,Metabolon HD4 [nt-ms],0,2.28017237587186,Top by -log10(p_value)
Amino Acids,Glutamate Metabolism,OLTT,pyroglutamine,Metabolon HD4 [nt-ms],0.0412339629183567,2.24108803936856,Top by -log10(p_value)
Amino Acids,Glutamate Metabolism,OLTT,pyroglutamine,Metabolon HD4 [nt-ms],0.038028349489389,2.24108803936856,Top by -log10(p_value)
Amino Acids,Glutamate Metabolism,OLTT,pyroglutamine,Metabolon HD4 [nt-ms],0,2.24108803936856,Top by -log10(p_value)
Lipids,"Fatty Acid, Monohydroxy",PAT,2-hydroxydecanoate,Metabolon HD4 [nt-ms],0.218034295450308,2.20292116911717,Top by -log10(p_value)
Lipids,"Fatty Acid, Monohydroxy",PAT,2-hydroxydecanoate,Metabolon HD4 [nt-ms],0.0824166193368066,2.20292116911717,Top by -log10(p_value)
Lipids,"Fatty Acid, Monohydroxy",PAT,2-hydroxydecanoate,Metabolon HD4 [nt-ms],0,2.20292116911717,Top by -log10(p_value)
Nucleotides,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",Fasting,hypoxanthine,Metabolon HD4 [nt-ms],0.0635421976731705,2.16323103416218,Top by -log10(p_value)
Nucleotides,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",Fasting,hypoxanthine,Metabolon HD4 [nt-ms],0.0202480351018076,2.16323103416218,Top by -log10(p_value)
Nucleotides,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",Fasting,hypoxanthine,Metabolon HD4 [nt-ms],0,2.16323103416218,Top by -log10(p_value)
Amino Acids,Tryptophan Metabolism,PAT,tryptophan,Biocrates p150 [t-ms],0.353457750423129,2.03031241451313,Top by -log10(p_value)
Amino Acids,Tryptophan Metabolism,PAT,tryptophan,Biocrates p150 [t-ms],0.24242170133121,2.03031241451313,Top by -log10(p_value)
Amino Acids,Tryptophan Metabolism,PAT,tryptophan,Biocrates p150 [t-ms],0,2.03031241451313,Top by -log10(p_value)
Energy,TCA Cycle,OLTT,fumarate,Metabolon HD4 [nt-ms],0.205908525561722,1.99837565373117,Top by -log10(p_value)
Energy,TCA Cycle,OLTT,fumarate,Metabolon HD4 [nt-ms],0.0384718126236302,1.99837565373117,Top by -log10(p_value)
Energy,TCA Cycle,OLTT,fumarate,Metabolon HD4 [nt-ms],0,1.99837565373117,Top by -log10(p_value)
Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,PAT,nicotinamide,Metabolon HD4 [nt-ms],0.0803503715040814,1.97484693987699,Top by -log10(p_value)
Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,PAT,nicotinamide,Metabolon HD4 [nt-ms],0.0379643002958994,1.97484693987699,Top by -log10(p_value)
Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,PAT,nicotinamide,Metabolon HD4 [nt-ms],0,1.97484693987699,Top by -log10(p_value)
Lipids,Phospholipid Metabolism,Fasting,glycerophosphorylcholine (gpc),Metabolon HD4 [nt-ms],0.241236864828466,1.9205526355165,Top by -log10(p_value)
Lipids,Phospholipid Metabolism,Fasting,glycerophosphorylcholine (gpc),Metabolon HD4 [nt-ms],0.015708987471027,1.9205526355165,Top by -log10(p_value)
Lipids,Phospholipid Metabolism,Fasting,glycerophosphorylcholine (gpc),Metabolon HD4 [nt-ms],0,1.9205526355165,Top by -log10(p_value)
Cofactors and Vitamins,Vitamin A Metabolism,OLTT,retinol (vitamin a),Metabolon HD4 [nt-ms],0.0401365906131359,1.77587235743279,Top by -log10(p_value)
Cofactors and Vitamins,Vitamin A Metabolism,OLTT,retinol (vitamin a),Metabolon HD4 [nt-ms],0.0362239855888728,1.77587235743279,Top by -log10(p_value)
Cofactors and Vitamins,Vitamin A Metabolism,OLTT,retinol (vitamin a),Metabolon HD4 [nt-ms],0,1.77587235743279,Top by -log10(p_value)
Cofactors and Vitamins,Tocopherol Metabolism,Fasting,gamma-tocopherol/beta-tocopherol,Metabolon HD4 [nt-ms],0.0539223124827217,1.70096509046615,Top by -log10(p_value)
Cofactors and Vitamins,Tocopherol Metabolism,Fasting,gamma-tocopherol/beta-tocopherol,Metabolon HD4 [nt-ms],0.00812954729455023,1.70096509046615,Top by -log10(p_value)
Cofactors and Vitamins,Tocopherol Metabolism,Fasting,gamma-tocopherol/beta-tocopherol,Metabolon HD4 [nt-ms],0,1.70096509046615,Top by -log10(p_value)
Lipids,Lysoplasmalogen,Fasting,1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],0.125442419687056,1.61886307421642,Top by -log10(p_value)
Lipids,Lysoplasmalogen,Fasting,1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],0.0126652032659222,1.61886307421642,Top by -log10(p_value)
Lipids,Lysoplasmalogen,Fasting,1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],0,1.61886307421642,Top by -log10(p_value)
Lipids,Lyso-phospho-ether,Fasting,1-palmityl-gpc (o-16:0),Metabolon HD4 [nt-ms],0.141979602181926,1.58248863746646,Top by -log10(p_value)
Lipids,Lyso-phospho-ether,Fasting,1-palmityl-gpc (o-16:0),Metabolon HD4 [nt-ms],0.0899041891517411,1.58248863746646,Top by -log10(p_value)
Lipids,Lyso-phospho-ether,Fasting,1-palmityl-gpc (o-16:0),Metabolon HD4 [nt-ms],0,1.58248863746646,Top by -log10(p_value)
Lipids,Fatty Acid Metabolism (also BCAA Metabolism),Fasting,butyrylcarnitine,Metabolon HD4 [nt-ms],0.202655632107716,1.54500357731775,Top by -log10(p_value)
Lipids,Fatty Acid Metabolism (also BCAA Metabolism),Fasting,butyrylcarnitine,Metabolon HD4 [nt-ms],0.103377330635686,1.54500357731775,Top by -log10(p_value)
Lipids,Fatty Acid Metabolism (also BCAA Metabolism),Fasting,butyrylcarnitine,Metabolon HD4 [nt-ms],0,1.54500357731775,Top by -log10(p_value)
Cofactors and Vitamins,Vitamin A Metabolism,PAT,retinol (vitamin a),Metabolon HD4 [nt-ms],0.357160335849451,1.34296963699501,Top by -log10(p_value)
Cofactors and Vitamins,Vitamin A Metabolism,PAT,retinol (vitamin a),Metabolon HD4 [nt-ms],0.165003104599388,1.34296963699501,Top by -log10(p_value)
Cofactors and Vitamins,Vitamin A Metabolism,PAT,retinol (vitamin a),Metabolon HD4 [nt-ms],0,1.34296963699501,Top by -log10(p_value)
Cofactors and Vitamins,Tocopherol Metabolism,PAT,gamma-tocopherol/beta-tocopherol,Metabolon HD4 [nt-ms],0.148908667429675,1.34158731034106,Top by -log10(p_value)
Cofactors and Vitamins,Tocopherol Metabolism,PAT,gamma-tocopherol/beta-tocopherol,Metabolon HD4 [nt-ms],0.0977387694878192,1.34158731034106,Top by -log10(p_value)
Cofactors and Vitamins,Tocopherol Metabolism,PAT,gamma-tocopherol/beta-tocopherol,Metabolon HD4 [nt-ms],0,1.34158731034106,Top by -log10(p_value)
Carbohydrates,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",PAT,glucose,Metabolon HD4 [nt-ms],0.474995978038065,1.33317746468953,Top by -log10(p_value)
Carbohydrates,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",PAT,glucose,Metabolon HD4 [nt-ms],0.0897038244524231,1.33317746468953,Top by -log10(p_value)
Carbohydrates,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",PAT,glucose,Metabolon HD4 [nt-ms],0,1.33317746468953,Top by -log10(p_value)
Lipids,Glycerolipid Metabolism,PAT,glycerol 3-phosphate,Metabolon HD4 [nt-ms],0.188588646375898,1.21546665605025,Top by -log10(p_value)
Lipids,Glycerolipid Metabolism,PAT,glycerol 3-phosphate,Metabolon HD4 [nt-ms],0.0340925985661106,1.21546665605025,Top by -log10(p_value)
Lipids,Glycerolipid Metabolism,PAT,glycerol 3-phosphate,Metabolon HD4 [nt-ms],0,1.21546665605025,Top by -log10(p_value)
Amino Acids,Alanine and Aspartate Metabolism,Fasting,asparagine,Metabolon HD4 [nt-ms],0.0908891262880294,1.1413654035075,Top by -log10(p_value)
Amino Acids,Alanine and Aspartate Metabolism,Fasting,asparagine,Metabolon HD4 [nt-ms],0.0459575653162446,1.1413654035075,Top by -log10(p_value)
Amino Acids,Alanine and Aspartate Metabolism,Fasting,asparagine,Metabolon HD4 [nt-ms],0,1.1413654035075,Top by -log10(p_value)
Carbohydrates,Aminosugar Metabolism,Fasting,glucuronate,Metabolon HD4 [nt-ms],0.128321777602535,1.04239448722246,Top by -log10(p_value)
Carbohydrates,Aminosugar Metabolism,Fasting,glucuronate,Metabolon HD4 [nt-ms],0.04142218357932,1.04239448722246,Top by -log10(p_value)
Carbohydrates,Aminosugar Metabolism,Fasting,glucuronate,Metabolon HD4 [nt-ms],0,1.04239448722246,Top by -log10(p_value)
Lipids,Lysoplasmalogen,PAT,1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],0.143420661379655,0.941317326962107,Top by -log10(p_value)
Lipids,Lysoplasmalogen,PAT,1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],0.0362887477494716,0.941317326962107,Top by -log10(p_value)
Lipids,Lysoplasmalogen,PAT,1-(1-enyl-palmitoyl)-gpc (p-16:0),Metabolon HD4 [nt-ms],0,0.941317326962107,Top by -log10(p_value)
Amino Acids,Glutathione Metabolism,OLTT,cysteine-glutathione disulfide,Metabolon HD4 [nt-ms],0.274329399339947,0.926217345335957,Top by -log10(p_value)
Amino Acids,Glutathione Metabolism,OLTT,cysteine-glutathione disulfide,Metabolon HD4 [nt-ms],0.0132731718019612,0.926217345335957,Top by -log10(p_value)
Amino Acids,Glutathione Metabolism,OLTT,cysteine-glutathione disulfide,Metabolon HD4 [nt-ms],0,0.926217345335957,Top by -log10(p_value)
Carbohydrates,Pentose Metabolism,PAT,ribonate,Metabolon HD4 [nt-ms],0.0803353582179467,0.925581565697344,Top by -log10(p_value)
Carbohydrates,Pentose Metabolism,PAT,ribonate,Metabolon HD4 [nt-ms],0.0785282243773402,0.925581565697344,Top by -log10(p_value)
Carbohydrates,Pentose Metabolism,PAT,ribonate,Metabolon HD4 [nt-ms],0,0.925581565697344,Top by -log10(p_value)
Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",OLTT,n-acetylmethionine,Metabolon HD4 [nt-ms],0.165740107183083,0.862205321605791,Top by -log10(p_value)
Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",OLTT,n-acetylmethionine,Metabolon HD4 [nt-ms],0.119923298317824,0.862205321605791,Top by -log10(p_value)
Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",OLTT,n-acetylmethionine,Metabolon HD4 [nt-ms],0,0.862205321605791,Top by -log10(p_value)
Carbohydrates,Pentose Metabolism,Fasting,ribonate,Metabolon HD4 [nt-ms],0.123245001675597,0.856190268771013,Top by -log10(p_value)
Carbohydrates,Pentose Metabolism,Fasting,ribonate,Metabolon HD4 [nt-ms],0.0810948233848185,0.856190268771013,Top by -log10(p_value)
Carbohydrates,Pentose Metabolism,Fasting,ribonate,Metabolon HD4 [nt-ms],0,0.856190268771013,Top by -log10(p_value)
Amino Acids,Glutamate Metabolism,PAT,pyroglutamine,Metabolon HD4 [nt-ms],0.125676612893226,0.813570020438367,Top by -log10(p_value)
Amino Acids,Glutamate Metabolism,PAT,pyroglutamine,Metabolon HD4 [nt-ms],0.00940975931604146,0.813570020438367,Top by -log10(p_value)
Amino Acids,Glutamate Metabolism,PAT,pyroglutamine,Metabolon HD4 [nt-ms],0,0.813570020438367,Top by -log10(p_value)
Lipids,Monoacylglycerol,PAT,1-linoleoylglycerol (18:2),Metabolon HD4 [nt-ms],0.130545216100933,0.73033475418899,Top by -log10(p_value)
Lipids,Monoacylglycerol,PAT,1-linoleoylglycerol (18:2),Metabolon HD4 [nt-ms],0.0727023989152926,0.73033475418899,Top by -log10(p_value)
Lipids,Monoacylglycerol,PAT,1-linoleoylglycerol (18:2),Metabolon HD4 [nt-ms],0,0.73033475418899,Top by -log10(p_value)
Lipids,Sphingomyelin,OLTT,sm c16:0,Biocrates p150 [t-ms],0.236492104910944,0.708757220353768,Top by -log10(p_value)
Lipids,Sphingomyelin,OLTT,sm c16:0,Biocrates p150 [t-ms],0.160796715270888,0.708757220353768,Top by -log10(p_value)
Lipids,Sphingomyelin,OLTT,sm c16:0,Biocrates p150 [t-ms],0,0.708757220353768,Top by -log10(p_value)
Carbohydrates,Glycogen Metabolism,Fasting,maltotriose,Metabolon HD4 [nt-ms],0.0640532345018862,0.684875714428197,Top by -log10(p_value)
Carbohydrates,Glycogen Metabolism,Fasting,maltotriose,Metabolon HD4 [nt-ms],0.0307904129455343,0.684875714428197,Top by -log10(p_value)
Carbohydrates,Glycogen Metabolism,Fasting,maltotriose,Metabolon HD4 [nt-ms],0,0.684875714428197,Top by -log10(p_value)
